param n := 500;
param r := 499
param c := 
42 6 131
42 15 114
42 17 157
42 20 115
42 21 132
42 22 96
42 24 69
42 25 176
42 27 28
42 29 157
42 31 199
42 35 198
42 3 33
42 5 91
42 12 114
42 14 117
42 19 63
42 38 88
42 4 148
42 7 185
42 37 111
43 0 80
43 1 23
43 6 11
43 9 165
43 11 61
43 13 29
43 15 94
43 16 154
43 17 171
43 22 42
43 29 184
43 42 41
43 3 94
43 5 96
43 10 40
43 19 155
43 34 105
43 36 105
43 38 68
43 4 62
43 7 131
43 8 96
43 26 17
43 40 165
43 37 110
44 0 60
44 1 31
44 6 138
44 9 90
44 11 48
44 16 36
44 17 163
44 20 194
44 22 116
44 24 162
44 25 39
44 28 143
44 31 13
44 32 25
44 39 154
44 41 16
44 42 167
44 3 54
44 5 171
44 10 92
44 12 15
44 30 116
44 36 132
44 38 18
44 4 188
44 23 89
45 0 47
45 1 95
45 2 173
45 6 182
45 9 195
45 21 18
45 24 14
45 25 191
45 27 34
45 28 42
45 29 85
45 32 139
45 33 147
45 35 110
45 39 132
45 43 149
45 3 111
45 5 148
45 10 37
45 19 24
45 38 98
45 4 73
45 23 132
45 26 25
45 40 181
45 37 178
46 0 120
46 1 114
46 9 91
46 11 43
46 15 193
46 16 126
46 17 87
46 21 57
46 28 174
46 29 150
46 31 161
46 35 112
46 42 109
46 45 88
46 5 26
46 10 10
46 14 87
46 34 123
46 23 109
46 37 73
47 0 118
47 1 40
47 11 78
47 13 118
47 17 178
47 20 44
47 25 136
47 29 175
47 32 155
47 35 82
47 41 98
47 42 196
47 44 79
47 46 49
47 3 21
47 14 113
47 19 189
47 30 188
47 34 58
47 38 117
47 4 163
47 7 155
47 26 35
47 40 169
47 37 40
50 0 118
50 2 179
50 15 177
50 17 120
50 20 48
50 21 23
50 25 90
50 29 91
50 31 105
50 32 75
50 33 57
50 35 12
50 39 127
50 43 56
50 44 153
50 45 114
50 47 141
50 3 105
50 14 186
50 18 12
50 30 186
50 7 122
50 23 126
50 26 64
52 0 170
52 2 75
52 11 197
52 20 96
52 21 57
52 28 186
52 29 127
52 31 82
52 33 113
52 46 86
52 14 41
52 18 16
52 19 30
52 34 101
52 36 89
52 51 89
52 4 56
52 8 141
52 23 138
52 37 136
54 0 96
54 6 23
54 13 186
54 15 12
54 16 73
54 17 179
54 25 97
54 28 21
54 31 183
54 32 93
54 35 175
54 43 28
54 45 158
54 46 118
54 47 18
54 50 45
54 52 10
54 3 161
54 30 150
54 38 179
54 48 121
54 51 96
54 7 162
54 23 19
54 26 113
54 40 18
54 49 14
55 0 20
55 2 13
55 11 173
55 13 75
55 15 75
55 20 140
55 24 39
55 25 155
55 27 118
55 33 41
55 39 107
55 41 13
55 43 27
55 45 132
55 52 100
55 54 95
55 3 66
55 5 139
55 10 80
55 18 11
55 19 185
55 30 185
55 34 168
55 4 54
55 23 146
55 26 135
55 40 85
55 37 143
57 0 164
57 1 166
57 2 147
57 6 119
57 11 85
57 13 184
57 16 101
57 17 10
57 21 42
57 22 104
57 25 190
57 31 41
57 32 86
57 35 103
57 39 164
57 43 35
57 44 165
57 46 117
57 52 23
57 54 133
57 14 29
57 18 99
57 56 121
57 4 195
57 26 172
57 53 143
57 37 47
59 0 28
59 1 165
59 6 148
59 13 32
59 15 63
59 16 52
59 21 170
59 22 11
59 24 65
59 25 150
59 27 46
59 28 26
59 29 153
59 32 116
59 33 20
59 35 163
59 39 157
59 42 159
59 43 188
59 44 98
59 55 41
59 57 81
59 3 73
59 5 44
59 10 81
59 14 51
59 18 109
59 36 88
59 51 136
59 4 137
59 26 103
59 40 89
61 0 123
61 1 78
61 6 104
61 11 164
61 15 116
61 17 76
61 20 164
61 22 70
61 25 52
61 27 146
61 28 44
61 32 141
61 35 180
61 42 139
61 46 31
61 50 80
61 52 156
61 54 94
61 57 192
61 3 112
61 14 173
61 18 107
61 19 93
61 56 72
61 58 196
61 7 167
61 8 161
61 23 189
61 53 75
62 0 146
62 1 176
62 2 24
62 13 59
62 15 90
62 16 26
62 20 96
62 21 28
62 22 149
62 31 173
62 33 18
62 35 60
62 39 103
62 44 60
62 50 149
62 52 12
62 54 140
62 55 42
62 3 191
62 5 158
62 10 95
62 12 70
62 19 185
62 34 19
62 38 164
62 58 147
62 4 40
62 7 42
62 8 64
62 23 25
62 26 185
62 40 134
62 37 153
63 0 17
63 1 196
63 6 40
63 9 107
63 11 82
63 16 179
63 17 179
63 20 96
63 21 180
63 24 154
63 27 116
63 28 17
63 29 174
63 42 150
63 45 129
63 46 88
63 50 67
63 54 118
63 57 104
63 5 18
63 10 38
63 12 56
63 18 119
63 19 143
63 30 160
63 38 94
63 48 124
63 51 108
63 58 127
63 4 91
63 7 36
63 8 105
63 49 137
66 0 190
66 1 35
66 6 139
66 11 23
66 20 49
66 21 165
66 24 16
66 28 54
66 29 186
66 31 24
66 32 152
66 35 99
66 43 123
66 44 148
66 45 123
66 46 11
66 50 71
66 52 150
66 57 65
66 59 163
66 3 57
66 12 187
66 14 171
66 18 94
66 36 32
66 51 169
66 60 132
66 7 101
66 23 25
67 0 88
67 1 165
67 2 130
67 6 45
67 15 39
67 16 163
67 17 111
67 21 26
67 22 14
67 25 200
67 28 102
67 31 106
67 35 139
67 42 64
67 43 73
67 47 46
67 55 122
67 61 10
67 62 97
67 63 136
67 3 141
67 5 146
67 12 51
67 36 163
67 51 22
67 56 106
67 60 157
67 4 115
67 8 30
67 23 50
67 40 50
67 49 104
68 0 31
68 1 45
68 11 164
68 13 92
68 15 73
68 16 59
68 17 69
68 21 150
68 24 16
68 29 154
68 33 200
68 43 35
68 44 153
68 52 114
68 54 156
68 55 163
68 67 105
68 5 129
68 10 94
68 12 60
68 14 47
68 18 163
68 34 179
68 36 109
68 48 78
68 60 152
68 4 156
68 7 86
68 8 158
68 26 195
68 53 62
68 64 33
69 0 36
69 9 170
69 11 151
69 13 28
69 17 50
69 20 22
69 22 48
69 25 160
69 27 73
69 28 16
69 29 133
69 39 25
69 41 189
69 42 103
69 43 197
69 44 16
69 45 30
69 50 157
69 52 23
69 57 161
69 59 102
69 62 49
69 67 172
69 68 156
69 10 85
69 12 187
69 14 66
69 18 104
69 19 191
69 34 145
69 38 82
69 58 49
69 60 160
69 4 112
69 8 12
69 37 121
70 0 158
70 6 186
70 11 115
70 13 20
70 15 22
70 22 114
70 24 16
70 27 32
70 31 74
70 35 124
70 39 78
70 41 139
70 42 27
70 45 164
70 46 41
70 50 131
70 52 191
70 54 70
70 55 199
70 59 88
70 61 35
70 62 62
70 69 53
70 3 166
70 5 135
70 14 116
70 19 184
70 36 45
70 56 46
70 60 94
70 4 155
70 7 109
70 23 83
70 65 184
70 26 143
70 53 139
70 64 190
71 0 96
71 9 44
71 15 120
71 17 168
71 22 33
71 27 23
71 32 195
71 35 194
71 41 127
71 43 176
71 50 166
71 52 85
71 61 164
71 66 174
71 67 134
71 70 55
71 10 31
71 14 180
71 18 170
71 30 61
71 34 178
71 38 59
71 48 133
71 58 153
71 4 32
71 7 143
71 8 64
71 23 69
72 0 186
72 6 144
72 11 92
72 15 147
72 17 14
72 20 149
72 27 196
72 28 111
72 29 68
72 32 63
72 35 61
72 39 144
72 44 46
72 45 20
72 47 149
72 52 161
72 55 93
72 57 74
72 61 98
72 62 53
72 66 136
72 67 132
72 10 150
72 14 123
72 34 98
72 51 93
72 56 51
72 58 167
72 4 188
72 7 99
72 49 17
72 53 106
72 64 165
72 37 166
74 0 159
74 1 123
74 9 128
74 13 77
74 15 68
74 20 77
74 21 139
74 24 158
74 27 182
74 31 62
74 32 160
74 35 47
74 41 179
74 46 52
74 47 81
74 50 20
74 54 173
74 59 34
74 62 88
74 68 109
74 69 123
74 71 174
74 72 27
74 3 55
74 10 103
74 12 163
74 18 67
74 30 191
74 34 99
74 36 76
74 51 143
74 58 23
74 60 29
74 4 146
74 8 116
74 23 104
74 49 94
74 64 186
74 37 158
75 0 75
75 1 92
75 20 57
75 21 87
75 24 38
75 27 157
75 28 200
75 32 86
75 33 154
75 35 178
75 43 196
75 44 140
75 45 31
75 46 53
75 52 91
75 55 114
75 59 41
75 63 68
75 66 70
75 69 184
75 74 197
75 5 72
75 18 144
75 19 157
75 30 82
75 36 136
75 58 74
75 7 95
75 73 67
75 40 68
75 49 43
75 64 129
75 37 98
78 0 197
78 2 126
78 6 129
78 11 136
78 15 146
78 16 170
78 17 70
78 21 174
78 22 100
78 24 87
78 25 192
78 27 62
78 28 32
78 29 10
78 31 153
78 35 183
78 39 147
78 41 23
78 42 72
78 43 69
78 44 107
78 47 192
78 52 100
78 59 156
78 62 188
78 63 144
78 66 123
78 68 54
78 69 72
78 70 116
78 71 78
78 74 109
78 5 53
78 19 143
78 38 140
78 56 198
78 58 172
78 23 138
78 40 148
78 49 150
78 64 195
78 37 73
80 0 18
80 6 153
80 9 76
80 11 115
80 13 23
80 17 146
80 20 78
80 21 49
80 24 172
80 27 83
80 32 155
80 42 93
80 43 200
80 44 74
80 46 177
80 52 192
80 55 147
80 57 48
80 59 17
80 61 119
80 67 109
80 69 57
80 70 55
80 71 156
80 72 68
80 74 158
80 75 62
80 5 56
80 10 38
80 12 147
80 30 156
80 48 109
80 58 198
80 60 110
80 4 33
80 7 63
80 8 51
80 23 199
80 73 25
80 26 197
80 40 37
80 49 14
81 0 102
81 13 45
81 15 14
81 20 30
81 22 122
81 24 147
81 25 12
81 28 140
81 32 194
81 42 34
81 45 141
81 46 161
81 47 111
81 52 114
81 55 36
81 63 135
81 67 148
81 70 136
81 72 146
81 74 78
81 80 82
81 5 55
81 10 87
81 12 51
81 14 148
81 19 29
81 38 184
81 48 158
81 51 160
81 77 81
81 7 10
81 73 103
81 26 24
81 40 90
81 49 142
82 0 199
82 1 98
82 6 46
82 9 42
82 13 25
82 16 143
82 20 70
82 28 133
82 31 134
82 32 105
82 39 143
82 43 127
82 45 162
82 46 126
82 47 87
82 54 181
82 59 74
82 63 198
82 67 91
82 68 12
82 72 138
82 75 57
82 78 143
82 81 174
82 3 39
82 5 158
82 10 19
82 12 63
82 18 124
82 19 139
82 30 200
82 34 100
82 38 50
82 48 126
82 51 167
82 58 81
82 60 189
82 76 140
82 79 107
82 7 129
82 73 118
82 40 197
82 37 25
83 0 81
83 6 93
83 9 131
83 11 24
83 15 136
83 20 135
83 22 194
83 31 37
83 41 109
83 46 119
83 50 20
83 52 141
83 57 147
83 62 120
83 63 194
83 67 152
83 69 162
83 78 35
83 5 180
83 10 186
83 12 42
83 34 54
83 36 92
83 38 197
83 51 176
83 56 159
83 60 153
83 76 26
83 79 88
83 23 154
83 65 41
83 73 56
83 40 73
83 49 82
83 37 22
86 0 19
86 2 42
86 13 73
86 15 17
86 20 196
86 21 133
86 22 185
86 24 62
86 25 125
86 29 95
86 31 16
86 32 112
86 35 14
86 39 160
86 41 145
86 42 164
86 43 170
86 44 50
86 45 171
86 47 81
86 54 74
86 61 86
86 62 181
86 63 83
86 68 56
86 69 152
86 70 137
86 72 117
86 78 103
86 80 111
86 81 75
86 82 111
86 5 143
86 10 67
86 12 169
86 14 127
86 19 14
86 30 92
86 36 11
86 51 87
86 56 154
86 58 169
86 60 115
86 77 142
86 4 138
86 7 12
86 23 25
86 65 37
86 73 25
86 26 182
86 40 155
86 49 140
86 37 26
86 84 13
88 0 178
88 13 103
88 17 51
88 22 42
88 24 123
88 25 113
88 29 127
88 35 115
88 39 123
88 41 37
88 42 83
88 46 146
88 47 167
88 52 166
88 59 72
88 61 182
88 62 148
88 66 72
88 67 159
88 68 192
88 69 103
88 70 154
88 72 101
88 80 12
88 81 94
88 82 186
88 3 110
88 5 19
88 10 151
88 14 171
88 19 108
88 30 143
88 34 10
88 56 47
88 58 101
88 76 66
88 77 16
88 79 56
88 8 61
88 65 11
88 73 177
88 40 75
88 53 11
88 64 60
88 37 149
89 0 121
89 1 79
89 11 120
89 13 35
89 16 83
89 21 176
89 25 116
89 27 115
89 31 43
89 32 12
89 33 125
89 42 45
89 43 191
89 45 53
89 52 146
89 57 56
89 59 99
89 62 89
89 66 10
89 67 186
89 69 195
89 70 31
89 72 179
89 78 185
89 83 119
89 86 155
89 3 124
89 10 153
89 19 177
89 36 92
89 38 73
89 48 11
89 51 158
89 76 104
89 77 187
89 4 118
89 23 137
89 85 16
89 87 156
89 26 59
89 49 75
89 64 148
89 37 48
90 0 111
90 9 146
90 16 10
90 22 135
90 24 134
90 29 68
90 32 107
90 33 18
90 45 47
90 47 142
90 52 14
90 54 108
90 59 187
90 62 174
90 67 140
90 68 100
90 69 10
90 71 70
90 74 57
90 82 151
90 83 91
90 89 19
90 5 190
90 30 173
90 48 192
90 51 136
90 60 118
90 79 193
90 4 169
90 8 105
90 23 173
90 65 104
90 85 159
90 87 60
91 0 63
91 2 119
91 6 106
91 9 22
91 20 133
91 21 145
91 25 119
91 27 154
91 28 85
91 29 186
91 31 121
91 39 88
91 41 63
91 42 42
91 44 199
91 45 30
91 46 22
91 52 22
91 59 169
91 61 57
91 62 152
91 66 43
91 68 38
91 71 118
91 72 119
91 74 174
91 78 80
91 80 86
91 81 146
91 82 161
91 83 24
91 89 163
91 12 183
91 30 156
91 36 158
91 56 96
91 58 46
91 76 174
91 79 77
91 7 143
91 8 74
91 23 12
91 65 111
91 87 108
91 26 65
91 40 88
91 49 139
91 37 102
91 84 60
92 0 191
92 2 25
92 16 95
92 17 126
92 21 85
92 22 24
92 24 50
92 28 85
92 29 158
92 33 21
92 35 197
92 39 197
92 41 86
92 47 80
92 50 109
92 54 11
92 59 38
92 61 111
92 62 157
92 63 83
92 66 173
92 69 114
92 70 146
92 74 43
92 78 98
92 80 64
92 81 36
92 83 185
92 89 126
92 90 179
92 91 66
92 10 191
92 14 117
92 18 124
92 30 39
92 38 176
92 48 137
92 51 42
92 77 46
92 4 142
92 7 67
92 8 17
92 65 187
92 85 197
92 87 161
92 49 108
92 53 55
93 0 70
93 1 45
93 2 176
93 6 18
93 9 63
93 13 135
93 15 132
93 16 168
93 17 124
93 24 200
93 25 170
93 27 73
93 32 160
93 33 86
93 39 84
93 42 182
93 43 16
93 45 176
93 50 72
93 55 70
93 57 193
93 61 46
93 68 130
93 69 79
93 70 94
93 71 141
93 78 113
93 80 76
93 81 40
93 82 75
93 90 76
93 12 43
93 19 79
93 34 159
93 60 123
93 79 47
93 4 173
93 8 111
93 73 45
93 49 133
93 53 118
93 64 52
93 37 29
93 84 162
94 0 30
94 1 72
94 2 101
94 6 136
94 9 85
94 11 58
94 13 117
94 15 177
94 16 165
94 17 81
94 28 158
94 31 99
94 32 184
94 39 127
94 41 105
94 42 154
94 43 139
94 52 131
94 59 179
94 61 116
94 66 18
94 67 116
94 69 144
94 70 70
94 72 36
94 75 178
94 81 145
94 82 27
94 86 74
94 89 184
94 91 16
94 92 168
94 3 101
94 5 123
94 10 153
94 18 13
94 19 133
94 36 64
94 48 73
94 56 118
94 60 14
94 77 181
94 79 124
94 4 107
94 7 90
94 23 109
94 65 152
94 73 45
94 85 33
94 49 136
94 53 24
98 0 10
98 1 35
98 2 43
98 15 27
98 20 154
98 21 173
98 22 20
98 28 19
98 35 153
98 42 186
98 43 195
98 44 87
98 45 134
98 46 35
98 50 66
98 55 151
98 57 185
98 59 70
98 61 30
98 62 111
98 68 118
98 69 142
98 70 85
98 71 171
98 74 115
98 80 199
98 81 72
98 89 126
98 90 145
98 91 98
98 92 141
98 94 24
98 10 123
98 30 187
98 34 17
98 36 126
98 48 72
98 56 19
98 58 106
98 76 97
98 79 89
98 65 26
98 40 30
98 49 61
98 53 167
98 84 13
101 0 159
101 1 69
101 2 69
101 15 117
101 16 16
101 21 152
101 22 69
101 27 100
101 29 139
101 33 122
101 41 52
101 43 59
101 44 141
101 47 80
101 52 63
101 55 106
101 61 165
101 67 130
101 68 61
101 69 171
101 70 72
101 71 160
101 74 200
101 80 152
101 82 173
101 83 79
101 86 78
101 88 34
101 89 124
101 90 177
101 91 55
101 5 107
101 10 98
101 12 131
101 14 66
101 18 75
101 19 40
101 30 163
101 34 147
101 36 105
101 38 81
101 48 14
101 51 57
101 79 63
101 97 13
101 99 104
101 100 60
101 7 70
101 73 35
101 85 137
101 87 67
101 26 138
101 49 196
101 53 100
101 64 182
101 37 47
101 84 188
102 0 178
102 2 198
102 6 58
102 11 167
102 13 44
102 20 16
102 21 153
102 22 164
102 25 161
102 27 115
102 29 128
102 31 129
102 33 68
102 41 60
102 43 33
102 54 149
102 55 47
102 61 76
102 63 110
102 68 173
102 69 170
102 72 84
102 74 114
102 75 65
102 80 17
102 81 70
102 82 126
102 88 25
102 89 115
102 90 167
102 91 130
102 92 155
102 98 14
102 5 53
102 10 122
102 18 77
102 19 92
102 30 96
102 36 166
102 38 44
102 48 99
102 51 45
102 58 29
102 60 164
102 76 193
102 77 80
102 79 104
102 97 71
102 99 145
102 100 170
102 8 36
102 73 57
102 95 150
102 26 177
102 40 131
102 53 184
102 84 149
106 0 190
106 1 68
106 2 115
106 6 174
106 9 81
106 15 106
106 16 115
106 17 147
106 20 40
106 21 62
106 22 82
106 25 176
106 33 154
106 39 111
106 41 172
106 42 106
106 43 191
106 44 121
106 50 137
106 52 51
106 54 139
106 55 93
106 59 104
106 61 106
106 63 128
106 68 187
106 69 175
106 70 165
106 71 111
106 72 124
106 74 49
106 83 72
106 89 157
106 91 126
106 93 69
106 98 127
106 102 85
106 3 144
106 10 119
106 14 55
106 30 93
106 38 86
106 48 119
106 51 188
106 58 77
106 60 109
106 97 50
106 4 43
106 23 60
106 65 113
106 73 13
106 85 185
106 87 132
106 95 29
106 104 146
106 40 157
106 37 117
107 0 181
107 1 165
107 6 155
107 9 158
107 11 163
107 13 154
107 16 111
107 17 160
107 24 71
107 28 41
107 31 86
107 32 129
107 33 65
107 35 95
107 39 110
107 44 71
107 47 183
107 50 177
107 52 191
107 54 176
107 55 46
107 61 76
107 62 144
107 63 187
107 66 175
107 67 114
107 69 125
107 70 64
107 71 133
107 72 126
107 80 65
107 81 68
107 83 112
107 89 35
107 90 105
107 98 62
107 101 151
107 10 106
107 12 129
107 36 10
107 58 114
107 97 175
107 103 48
107 4 73
107 8 118
107 65 132
107 85 127
107 104 195
107 26 132
107 40 125
107 96 15
108 0 197
108 1 77
108 13 142
108 16 86
108 17 58
108 20 138
108 22 133
108 27 171
108 28 132
108 29 129
108 35 165
108 39 31
108 41 195
108 44 192
108 45 158
108 47 105
108 50 87
108 57 116
108 62 115
108 63 16
108 66 87
108 67 186
108 68 181
108 72 83
108 74 64
108 78 50
108 80 151
108 86 33
108 88 18
108 90 185
108 91 20
108 93 37
108 94 44
108 98 53
108 101 126
108 106 111
108 107 153
108 5 197
108 18 70
108 19 16
108 30 171
108 51 91
108 56 178
108 60 126
108 76 45
108 77 198
108 99 117
108 103 41
108 105 156
108 4 79
108 7 169
108 23 183
108 65 165
108 87 57
108 95 62
108 40 88
108 49 62
108 96 73
110 0 108
110 11 78
110 15 48
110 16 105
110 21 66
110 22 197
110 24 120
110 27 149
110 28 149
110 32 72
110 33 38
110 39 114
110 44 53
110 47 93
110 54 21
110 55 86
110 57 197
110 59 12
110 61 170
110 62 36
110 63 69
110 68 163
110 69 145
110 71 179
110 72 164
110 74 154
110 78 170
110 80 72
110 81 16
110 82 160
110 86 23
110 88 26
110 89 122
110 90 122
110 91 57
110 92 63
110 93 172
110 94 85
110 102 58
110 106 188
110 108 163
110 3 74
110 12 64
110 18 51
110 19 57
110 34 129
110 36 106
110 56 29
110 58 80
110 60 88
110 76 172
110 97 67
110 100 151
110 105 85
110 65 192
110 87 113
110 95 10
110 40 184
110 49 81
110 53 199
110 84 144
110 109 162
111 0 54
111 6 194
111 13 185
111 15 33
111 17 137
111 22 132
111 24 131
111 29 187
111 32 183
111 35 174
111 39 63
111 42 33
111 44 62
111 45 63
111 52 151
111 59 150
111 67 90
111 68 22
111 69 79
111 70 55
111 72 119
111 75 160
111 78 120
111 81 85
111 82 99
111 88 40
111 89 91
111 91 176
111 92 52
111 93 111
111 94 67
111 98 101
111 101 20
111 3 49
111 5 174
111 10 69
111 14 105
111 19 84
111 30 165
111 48 168
111 51 112
111 58 182
111 76 194
111 77 68
111 97 40
111 100 137
111 103 89
111 105 29
111 23 186
111 65 169
111 85 62
111 104 188
111 26 97
111 37 22
111 109 131
115 0 129
115 6 130
115 11 29
115 13 94
115 16 132
115 24 132
115 28 112
115 33 111
115 41 27
115 42 141
115 44 95
115 45 168
115 46 69
115 47 113
115 50 175
115 52 142
115 57 85
115 59 60
115 61 147
115 62 89
115 66 183
115 68 114
115 78 172
115 81 47
115 83 120
115 86 62
115 88 47
115 90 146
115 92 156
115 93 136
115 94 30
115 98 173
115 101 112
115 102 111
115 110 54
115 3 132
115 5 60
115 18 17
115 34 79
115 36 115
115 48 179
115 51 16
115 58 164
115 60 37
115 77 27
115 97 76
115 99 50
115 100 51
115 103 169
115 4 50
115 8 77
115 23 53
115 65 26
115 85 193
115 87 145
115 95 92
115 53 46
115 113 90
115 37 107
115 84 17
116 0 40
116 17 73
116 20 141
116 21 190
116 25 127
116 31 34
116 32 139
116 33 144
116 35 42
116 39 126
116 42 30
116 43 93
116 50 68
116 54 45
116 59 108
116 62 94
116 66 157
116 67 112
116 68 171
116 70 182
116 71 157
116 74 59
116 78 190
116 80 114
116 83 17
116 86 92
116 106 90
116 110 12
116 3 119
116 5 151
116 10 181
116 18 46
116 19 63
116 30 130
116 36 163
116 51 198
116 58 43
116 60 193
116 79 197
116 97 73
116 99 148
116 4 45
116 23 114
116 87 102
116 104 95
116 40 180
116 53 85
116 64 20
116 109 70
121 0 14
121 2 117
121 11 185
121 13 15
121 15 158
121 22 89
121 28 65
121 31 194
121 35 55
121 39 166
121 41 19
121 42 63
121 45 81
121 50 96
121 52 101
121 54 50
121 55 147
121 62 188
121 63 26
121 69 37
121 74 150
121 81 117
121 82 101
121 83 162
121 86 172
121 88 189
121 91 178
121 94 111
121 101 74
121 102 55
121 110 101
121 116 10
121 5 125
121 14 120
121 18 62
121 19 93
121 30 108
121 34 107
121 38 44
121 48 84
121 51 51
121 60 37
121 97 35
121 99 171
121 100 23
121 114 20
121 117 103
121 23 167
121 73 131
121 87 93
121 40 77
121 64 53
121 37 73
121 84 112
121 96 173
122 0 97
122 1 41
122 2 179
122 6 143
122 15 110
122 16 181
122 21 80
122 22 110
122 24 82
122 25 63
122 28 78
122 31 181
122 32 25
122 33 89
122 39 64
122 43 188
122 46 149
122 47 98
122 57 64
122 66 51
122 68 139
122 71 92
122 72 122
122 74 159
122 78 40
122 81 79
122 82 133
122 83 149
122 88 172
122 90 164
122 101 110
122 102 143
122 106 136
122 108 98
122 3 152
122 5 192
122 12 161
122 14 148
122 18 112
122 19 56
122 30 23
122 38 199
122 48 39
122 51 112
122 56 138
122 58 111
122 76 121
122 77 18
122 97 57
122 99 177
122 103 43
122 117 19
122 118 26
122 4 65
122 7 117
122 73 145
122 104 58
122 120 66
122 84 80
123 0 104
123 1 174
123 9 168
123 11 98
123 13 22
123 15 141
123 16 183
123 17 42
123 22 146
123 24 156
123 27 30
123 28 152
123 29 35
123 33 34
123 39 157
123 41 50
123 42 177
123 43 56
123 45 39
123 52 24
123 54 93
123 57 39
123 62 180
123 66 78
123 68 32
123 70 88
123 72 120
123 74 182
123 75 136
123 78 14
123 82 195
123 91 60
123 92 56
123 93 123
123 94 122
123 102 47
123 107 188
123 111 79
123 116 89
123 121 61
123 122 99
123 3 193
123 19 159
123 30 119
123 34 37
123 36 131
123 48 23
123 58 43
123 60 97
123 76 103
123 79 41
123 103 77
123 117 131
123 73 104
123 49 19
123 64 177
123 113 56
123 37 132
123 109 144
124 0 37
124 6 51
124 11 82
124 13 64
124 17 11
124 21 191
124 22 47
124 25 75
124 27 29
124 28 152
124 33 66
124 35 108
124 41 19
124 42 158
124 44 29
124 45 45
124 47 77
124 50 131
124 61 28
124 63 186
124 66 172
124 68 154
124 70 192
124 71 96
124 72 46
124 80 81
124 81 87
124 82 183
124 89 78
124 90 77
124 91 142
124 92 44
124 98 165
124 106 70
124 115 171
124 121 181
124 122 166
124 5 66
124 10 48
124 14 83
124 19 127
124 30 63
124 34 123
124 48 93
124 51 174
124 58 102
124 60 156
124 97 125
124 100 50
124 114 160
124 117 100
124 4 96
124 8 27
124 87 109
124 104 124
124 112 195
124 120 199
124 49 168
124 113 109
124 37 118
124 109 155
126 0 167
126 9 135
126 13 135
126 15 50
126 17 166
126 20 122
126 22 49
126 24 101
126 25 121
126 29 66
126 31 192
126 32 172
126 33 17
126 42 28
